index,title,description,publish_date,publish_time,likes,views,category,channel_id
702,10 Minute Recipes | Gordon Ramsay,"Here are 4 delicious recipes that can all be cooked in under 10 minutes!

#GordonRamsay #Cooking #Food

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-04-07,16:00:18,44552,2295129,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
703,Gordon Ramsay Cooks the Ultimate Lobster BLT in Maine | Ramsay Around the World,"Run Gordon Run! While shooting at the historic Marshall Point Lighthouse where Forrest Gump was shot, Gordon is cooking up a mouthwatering Maine dish...a lobster BLT. Local bacon, local lobster, seaweed butter and an egg? It's absolute perfection 

#GordonRamsay #Food #Cooking #NationalGeographic #Uncharted

Get the full recipe here: https://www.gordonramsay.com/gr/recipes/lobsterblt
Catch Uncharted on Disney+ or here: https://www.nationalgeographic.com/tv/shows/gordon-ramsay-uncharted

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay",2021-08-08,16:00:02,26934,1084795,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
704,Deseeding Chilies #Shorts,"Gordon Ramsay show show to deseed chillies.

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-09-23,16:00:32,12402,253350,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
705,4 Delicious Pork Recipes | Gordon Ramsay,"Here are 4 deliciously easy pork recipes to try!

#GordonRamsay #Cooking 

Order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-04-24,16:00:22,13486,429970,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
706,Gordon Ramsay's Onion Tatin Burger Recipe #Shorts,"Here's a quick recipe for a delicious onion tatin burger!

#GordonRamsay #Cooking #Shorts

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-05-04,16:00:33,20448,426999,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
707,Gordon Ramsay Shows a NFL Star How To Make The Perfect Ribeye,"Gordon was in Baltimore a few weeks ago at Gordon Ramsay Steak at the Horseshoe Casino to surprise some culinary students as well as give a NFL Star, who's also a Super Bowl Winner, Baltimore Raven Sam Koch a lesson in how to make the perfect Ribeye. And get ready for next week when Sam gives Gordon a lesson.....

For Reservations at Gordon Ramsay Steak Baltimore: http://bit.ly/GRSBaltimore 

Follow Gordon: 
Follow Gordon: 
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay
Facebook: http://www.facebook.com/GordonRamsay",2020-03-15,16:38:02,78757,6431813,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
708,5 Delicious Fish Recipes With Gordon Ramsay,"Gordon showcases some unique recipes and methods of cooking with five of our favorite fish recipes from the archive. We hope you enjoy!

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-01-04,16:30:02,131350,12924852,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
709,Brussels Sprouts with Pancetta and Chestnuts | Gordon Ramsay,"From Christmas with Gordon (2010). Brussels Sprouts are blanched and sautéed with Italian bacon and chestnuts. These don't taste like any sprouts you've tasted before. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2014-11-26,18:00:12,3898,565185,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
710,20 Minute Recipes With Gordon Ramsay,"Here are a few quick, deliciously simple recipes that you can make in 20 minutes.

#GordonRamsay #Cooking #Food

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-11-11,17:00:28,83883,4035912,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
711,Leek & Gruyère rösti with fried eggs #shorts,"A cheap and quick breakfast that's easy to make!

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2023-03-08,17:00:02,4855,109910,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
712,Easy Fragrant Fried Rice #Shorts,"Gordon Ramsay shows us how to make quick and delicious fried rice

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-11-04,17:00:10,9145,177496,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
713,Gordon Ramsay's French Inspired Recipes,"Here's a few French-inspired recipes for you to try! 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-04-22,16:00:26,25648,887887,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
714,3 Delicious Breakfast Recipes | Gordon Ramsay,"Here are three easy breakfast recipes to try during the week! Merguez & fontina stuffed croissants, Spiced egg & spinach breakfast wrap & the classic Scotch egg.

#GordonRamsay #Cooking #Food #Breakfast

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-02-24,17:00:24,27515,1413865,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
715,Gordon Ramsay Turns Two Slices of Bread into......,"Definitely not an idiot sandwich! Today gordon is making a delicious and quick Tuna Katsu Sandwich. A sandwich staple in Japan, this dish won't make your friends, family or partner say ""What Are You!?!"" The better question will be how will you cut your sandwich? 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking",2022-03-06,16:00:10,12617,410451,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
716,50 Cooking Tips With Gordon Ramsay | Part Two,"Here are another 50 cooking tips!

Watch part one here - https://youtu.be/BHcyuzXRqLs


#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-04-08,16:00:13,58461,2220248,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
717,Gordon Ramsay Can't Stop Laughing At His Food | Kitchen Nightmares FULL EPISODE,"Gordon Ramsay visits Sante La Brea where his first impressions leave him laughing but not for a good reason.

#GordonRamsay #Cooking #KitchenNightmares

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-04-12,16:00:27,132128,11843675,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
718,Simple Leftover Tips | Gordon Ramsay,"Here's a very handy guide to show you to best utilize leftovers!

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-05-15,16:00:25,4892,125419,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
719,The WORST Fish Dishes On Kitchen Nightmares,"Some of the worst fish mains being served on Kitchen Nightmares. 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayo...
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking #KitchenNightmares",2019-03-10,17:00:02,351179,31027795,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
720,Sunday Beef Dinners With Gordon Ramsay,"Here are some delicious beef recipes to help inspire you with your Sunday dinners.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-02-21,17:00:04,65269,4662510,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
721,Quick & Easy Fish Stock #shorts,"Make full use of your fish by making a simple fish stock with the left overs.

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-12-07,17:00:16,5750,197571,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
722,Gordon Ramsay is Making Scrambled Eggs Around the World | Scrambled,"It was National Egg Day this week and what a better way to celebrate then to give you a preview of Scrambled on the Road. While behind the scenes of Gordon Ramsay: Uncharted, Gordon whipped up some incredible egg dishes with local ingredients! Look for new episodes every Sunday. 

Don't forget to catch Gordon Ramsay: Uncharted June 7th at 10 PM on National Geographic Channel. For more information visit here: https://www.nationalgeographic.com/shows/gordon-ramsay-uncharted/ 

Follow Gordon:

Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay 
Facebook: http://www.facebook.com/GordonRamsay",2020-06-04,16:46:53,12095,750244,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
723,Ramsay in 10 is Becoming a Cookbook!,"It's been a year since Gordon was cooking weekly in 10-ish minutes, but now he's taken all the excitement and put it into a brand new cookbook! Inspired by his YouTube series, Ramsay in 10 is sure to deliver. And stay tuned for new episodes this fall! 

Pre-Order here: https://linktr.ee/RamsayIn10 
Don't forget to Vote for Gordon for this year's WEBBY Awards here: https://bit.ly/GRVOTE & https://bit.ly/GRVOTE2 

#GordonRamsay #Cooking #Food

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay",2021-05-03,16:00:02,6784,245303,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
724,Gordon Ramsay Served Rock Solid Fish | Hotel Hell,"Gordon tries the hotel's terrible food, the chef no longer enjoys her job and the owners can't stop thinking about themselves. 

Gordon Ramsay Ultimate Fit Food: http://amzn.to/2FznHtk
Subscribe for weekly cooking videos. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-06-17,17:00:02,178175,14898237,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
725,How To Make Chocolate Donuts | Gordon Ramsay,"Ever wanted to make your own donuts? It doesn't get any easier than this simple recipe that is fun to make for any occasion. 

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayo...
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking",2014-10-30,18:00:57,429446,22486690,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
726,Gordon Ramsay Tries To Meditate With A Monk | Gordon's Great Escape,"Gordon Ramsay takes a break from the kitchen to meditate with a Buddhist Monk in Thailand. 

#GordonRamsay #Cooking 

Gordon Ramsay’s Ultimate Cookery Course – http://amzn.to/2BzAud5
Subscribe for weekly cooking videos. 

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2019-04-28,16:00:02,35850,1823774,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
727,Gordon Ramsay V Microwaves  | Kitchen Nightmares,"Gordon Ramsay has been served numerous microwaved meals on Kitchen Nightmares.

#GordonRamsay #Cooking 

Gordon Ramsay’s Ultimate Cookery Course – http://amzn.to/2BzAud5
Subscribe for weekly cooking videos. 

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2019-03-24,17:00:01,195422,15362001,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
728,Extra Special Christmas Dinners | Gordon Ramsay,"With Christmas, this week, here are a few recipes that take traditional ones and make them even more festive. 

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2021-12-21,17:00:26,27715,1892210,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
729,Your March Recipes | Gordon Ramsay,"Here's a double full episode that focuses on healthy and hearty cooking, from Bircher muesli to a vegetarian-friendly Bruschette with courgette & ricotta, beetroot & thyme risotto. 

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2023-03-06,17:00:36,3621,567424,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
730,Eggs Baked in Hash Browns | Gordon Ramsay,"Gordon shows how to make an American style breakfast.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2017-09-17,17:00:06,123808,7056451,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
731,Gordon Ramsay's Spicy Cheeseburger Recipe from South Africa,"With Labor day around the corner and a UK bank holiday weekend ahead, Gordon's cooking up a delicious cheeseburger with local ingredients from his trip to South Africa. From a Spicy Braai inspired dry rub to a local halloumi, this is a burger you don't want to miss. 

This was shot during Gordon Ramsay: Uncharted. If you missed the show you can catch up on the show here: https://on.natgeo.com/2lTaCVW 

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay",2020-08-30,16:00:10,49588,2156470,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
732,Pear & Crunchy Granola Muffins By Gordon Ramsay,"A delicious take on a classic.

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-09-27,16:00:00,11573,664284,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
733,How To Make Focaccia #Shorts,"Here's an easy focaccia recipe!

#GordonRamsay #Cooking #Shorts

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-05-18,16:00:31,13561,231025,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
734,Veganuary With Gordon Ramsay,"There's a lot of people partaking in Veganuary, so to help here are a few recipes. Remember, you can swap out other recipes for vegan-friendly alternatives. 

#GordonRamsay #Cooking #Food #Vegan #Veganuary 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-01-13,17:00:12,18140,583628,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
735,Careless Chef Stuns Gordon | Kitchen Nightmares,"This chef is “condescending, rude, and abusive”. Can Gordon fix that before it’s too late?

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2023-07-20,16:00:36,25608,1954965,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
736,Gordon Ramsay's Top 10 Burger Tips,"It's National Burger Day in America and Gordon's put together some of his top tips in one video for you to cook up the best burger possible tonight! 

Follow Gordon:

Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay 
Facebook: http://www.facebook.com/GordonRamsay 
#Cooking #CookwithMe",2020-05-28,16:00:04,15483,726344,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
737,Gordon Ramsay: This Is My Philosophy On Restaurants,"his year, Gordon’s flagship restaurant, Restaurant Gordon Ramsay, celebrates 21 Years of passion, dedication and teamwork at the highest level. Over those 21 years, it’s helped to elevate British Cuisine. Enjoy this look into one of the most important restaurants he’s ever opened and the amazing team that keep it at its best.
 
For more info & Bookings: https://www.gordonramsayrestaurants.com/restaurant-gordon-ramsay/  

Gordon Ramsay Ultimate Fit Food - https://amzn.to/2zfvgGh
Subscribe for weekly cooking videos. 

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-05-17,14:00:03,16760,545495,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
738,4 Chicken Recipes | Gordon Ramsay,"Here are four delicious chicken recipes that you can try! Sticky spicy chicken wings, Chicken fricassee with herby sautéed potatoes, a big Caesar salad with grilled chicken & griddled chicken with chickpeas, feta & watermelon salad.

#GordonRamsay #Cooking #Food #Chicken

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-05-08,16:00:34,20020,1381731,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
739,Recipes To Cook With Your Family | Part Two | Gordon Ramsay,"Even more recipes to cook with your family! 

#GordonRamsay #Cooking 

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-05-01,16:00:23,4569,220889,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
740,Gordon Ramsay Served A Sandwich With Powdered Sugar On Top | Kitchen Nightmares FULL EPISODE,"Gordon Ramsay visits Casa Roma, where the wait for his food is so long he goes for a run and ends up being served raw pizza!

#GordonRamsay #Cooking #KitchenNightmares

Pre-order your copy of Ramsay in 10 here - https://linktr.ee/RamsayIn10

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:
http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword",2022-04-26,16:00:24,189744,17925860,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
741,Gordon Ramsay Makes Asian Inspired Street Food Noodles,"Gordon has spent a lot of time in Asia especially at Street Food Markets. So today he's taking all that inspiration and turning it into a delicious Asian Noodle Dish packed with Asian greens, bacon, and of course an egg. Hopefully, this is a dish worthy of Uncle Roger's approval!

Order Ramsay in 10 Now to get the Full Recipe: http://hyperurl.co/Ramsayin10
Made with Hexclad - Get Cookin' with HexClad today: http://www.hexclad.com

Follow Gordon: 
TikTok: https://www.tiktok.com/@gordonramsayofficial
Instagram: http://www.instagram.com/gordongram 
Twitter: http://www.twitter.com/gordonramsay   
Facebook: http://www.facebook.com/GordonRamsay

#GordonRamsay #Food #Cooking #Noodles",2022-01-30,16:00:21,34796,1195593,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
742,Hypocritical Owner Tries to Criticise Gordon Ramsay For Swearing! | Hotel Hell,"And Gordon reads out community feedback. It can't be easy to hear...

#GordonRamsay #Cooking 

Gordon Ramsay's Ultimate Fit Food/Healthy, Lean and Fit – http://po.st/REpVfP

Follow Gordon:
Text him: +1 (310) 620-6468
Instagram: http://www.instagram.com/gordongram
Twitter: http://www.twitter.com/gordonramsay  
Facebook: http://www.facebook.com/GordonRamsay

If you liked this clip check out the rest of Gordon's channels:

http://www.youtube.com/gordonramsay
http://www.youtube.com/kitchennightmares
http://www.youtube.com/thefword""",2018-03-15,17:00:03,50072,3782934,cooking,UCIEv3lZ_tNXHzL3ox-_uUGQ
